response,instruction,context,combined_column,combined_column_len
"SELECT COUNT(year) FROM table_name_36 WHERE chassis = ""toleman tg183""",Which year had a toleman tg183 chassis?,"CREATE TABLE table_name_36 (year VARCHAR, chassis VARCHAR)","Instruction: Which year had a toleman tg183 chassis?
Context: CREATE TABLE table_name_36 (year VARCHAR, chassis VARCHAR)
Response: SELECT COUNT(year) FROM table_name_36 WHERE chassis = ""toleman tg183""",200
"SELECT score FROM table_name_88 WHERE player = ""bernhard langer""",What was the score of Bernhard Langer after 3 rounds?,"CREATE TABLE table_name_88 (score VARCHAR, player VARCHAR)","Instruction: What was the score of Bernhard Langer after 3 rounds?
Context: CREATE TABLE table_name_88 (score VARCHAR, player VARCHAR)
Response: SELECT score FROM table_name_88 WHERE player = ""bernhard langer""",209
"SELECT record FROM table_name_42 WHERE date = ""23 january 2010"" AND time__seconds_ < 42.679","What is the Record for 23 january 2010, with a time smaller than 42.679 seconds?","CREATE TABLE table_name_42 (record VARCHAR, date VARCHAR, time__seconds_ VARCHAR)","Instruction: What is the Record for 23 january 2010, with a time smaller than 42.679 seconds?
Context: CREATE TABLE table_name_42 (record VARCHAR, date VARCHAR, time__seconds_ VARCHAR)
Response: SELECT record FROM table_name_42 WHERE date = ""23 january 2010"" AND time__seconds_ < 42.679",286
"SELECT AVG(bronze) FROM table_name_39 WHERE ""total"" > 72 AND nation = ""total"" AND silver < 112",How many bronzes are there for the total nation with 112 silver and a total of 72?,"CREATE TABLE table_name_39 (bronze INTEGER, silver VARCHAR, nation VARCHAR)","Instruction: How many bronzes are there for the total nation with 112 silver and a total of 72?
Context: CREATE TABLE table_name_39 (bronze INTEGER, silver VARCHAR, nation VARCHAR)
Response: SELECT AVG(bronze) FROM table_name_39 WHERE ""total"" > 72 AND nation = ""total"" AND silver < 112",285
SELECT date FROM table_name_5 WHERE goal = 5,Tell me the date of goal 5,"CREATE TABLE table_name_5 (date VARCHAR, goal VARCHAR)","Instruction: Tell me the date of goal 5
Context: CREATE TABLE table_name_5 (date VARCHAR, goal VARCHAR)
Response: SELECT date FROM table_name_5 WHERE goal = 5",158
"SELECT registrations FROM table_11934032_1 WHERE location = ""Yaxley""",what are all the registrations where location is yaxley,"CREATE TABLE table_11934032_1 (registrations VARCHAR, location VARCHAR)","Instruction: what are all the registrations where location is yaxley
Context: CREATE TABLE table_11934032_1 (registrations VARCHAR, location VARCHAR)
Response: SELECT registrations FROM table_11934032_1 WHERE location = ""Yaxley""",228
"SELECT position FROM table_name_58 WHERE years = ""1999""",What was the position in 1999?,"CREATE TABLE table_name_58 (position VARCHAR, years VARCHAR)","Instruction: What was the position in 1999?
Context: CREATE TABLE table_name_58 (position VARCHAR, years VARCHAR)
Response: SELECT position FROM table_name_58 WHERE years = ""1999""",179
SELECT MIN(cuts_made) FROM table_name_84 WHERE events < 4,What are the lowest cuts made that have events less than 4?,"CREATE TABLE table_name_84 (cuts_made INTEGER, events INTEGER)","Instruction: What are the lowest cuts made that have events less than 4?
Context: CREATE TABLE table_name_84 (cuts_made INTEGER, events INTEGER)
Response: SELECT MIN(cuts_made) FROM table_name_84 WHERE events < 4",212
"SELECT high_rebounds FROM table_23285805_6 WHERE record = ""15-27""",Who had the most rebounds when the team record was 15-27?,"CREATE TABLE table_23285805_6 (high_rebounds VARCHAR, record VARCHAR)","Instruction: Who had the most rebounds when the team record was 15-27?
Context: CREATE TABLE table_23285805_6 (high_rebounds VARCHAR, record VARCHAR)
Response: SELECT high_rebounds FROM table_23285805_6 WHERE record = ""15-27""",225
"SELECT score_in_the_final FROM table_name_63 WHERE date = ""january 12, 2013""","Name the score in the final for january 12, 2013","CREATE TABLE table_name_63 (score_in_the_final VARCHAR, date VARCHAR)","Instruction: Name the score in the final for january 12, 2013
Context: CREATE TABLE table_name_63 (score_in_the_final VARCHAR, date VARCHAR)
Response: SELECT score_in_the_final FROM table_name_63 WHERE date = ""january 12, 2013""",227
"SELECT distance FROM table_1358608_4 WHERE group = ""G3""",What was the distance of the race in which Northerly raced in group G3?,"CREATE TABLE table_1358608_4 (distance VARCHAR, group VARCHAR)","Instruction: What was the distance of the race in which Northerly raced in group G3?
Context: CREATE TABLE table_1358608_4 (distance VARCHAR, group VARCHAR)
Response: SELECT distance FROM table_1358608_4 WHERE group = ""G3""",222
"SELECT away_team AS score FROM table_name_84 WHERE away_team = ""hawthorn""","When Hawthorn is the away team, what is their score?",CREATE TABLE table_name_84 (away_team VARCHAR),"Instruction: When Hawthorn is the away team, what is their score?
Context: CREATE TABLE table_name_84 (away_team VARCHAR)
Response: SELECT away_team AS score FROM table_name_84 WHERE away_team = ""hawthorn""",205
"SELECT discipline FROM table_name_68 WHERE tournament = ""summer olympics"" AND year = 2008",What is the discipline for the summer Olympics in 2008?,"CREATE TABLE table_name_68 (discipline VARCHAR, tournament VARCHAR, year VARCHAR)","Instruction: What is the discipline for the summer Olympics in 2008?
Context: CREATE TABLE table_name_68 (discipline VARCHAR, tournament VARCHAR, year VARCHAR)
Response: SELECT discipline FROM table_name_68 WHERE tournament = ""summer olympics"" AND year = 2008",259
"SELECT record FROM table_name_9 WHERE date = ""april 9, 2008""","What was the record for the game on April 9, 2008?","CREATE TABLE table_name_9 (record VARCHAR, date VARCHAR)","Instruction: What was the record for the game on April 9, 2008?
Context: CREATE TABLE table_name_9 (record VARCHAR, date VARCHAR)
Response: SELECT record FROM table_name_9 WHERE date = ""april 9, 2008""",200
SELECT player FROM table_name_75 WHERE score = 72 - 69 = 141,Which player had a score of 72-69=141?,"CREATE TABLE table_name_75 (player VARCHAR, score VARCHAR)","Instruction: Which player had a score of 72-69=141?
Context: CREATE TABLE table_name_75 (player VARCHAR, score VARCHAR)
Response: SELECT player FROM table_name_75 WHERE score = 72 - 69 = 141",190
SELECT engine FROM table_name_85 WHERE year = 1961,What engine was in the year of 1961?,"CREATE TABLE table_name_85 (engine VARCHAR, year VARCHAR)","Instruction: What engine was in the year of 1961?
Context: CREATE TABLE table_name_85 (engine VARCHAR, year VARCHAR)
Response: SELECT engine FROM table_name_85 WHERE year = 1961",177
"SELECT result FROM table_name_14 WHERE time = ""1:02""",What result had a time of 1:02?,"CREATE TABLE table_name_14 (result VARCHAR, time VARCHAR)","Instruction: What result had a time of 1:02?
Context: CREATE TABLE table_name_14 (result VARCHAR, time VARCHAR)
Response: SELECT result FROM table_name_14 WHERE time = ""1:02""",174
"SELECT season_1 FROM table_name_5 WHERE season_7 = ""david chilton""",Which Season 1 has a Season 7 of david chilton?,"CREATE TABLE table_name_5 (season_1 VARCHAR, season_7 VARCHAR)","Instruction: Which Season 1 has a Season 7 of david chilton?
Context: CREATE TABLE table_name_5 (season_1 VARCHAR, season_7 VARCHAR)
Response: SELECT season_1 FROM table_name_5 WHERE season_7 = ""david chilton""",209
"SELECT name FROM table_name_46 WHERE time = ""01:56:52""",What Name has a Time of 01:56:52?,"CREATE TABLE table_name_46 (name VARCHAR, time VARCHAR)","Instruction: What Name has a Time of 01:56:52?
Context: CREATE TABLE table_name_46 (name VARCHAR, time VARCHAR)
Response: SELECT name FROM table_name_46 WHERE time = ""01:56:52""",176
"SELECT visitor FROM table_11964047_7 WHERE record = ""25–18""",who are all the visitor with a record of 25–18,"CREATE TABLE table_11964047_7 (visitor VARCHAR, record VARCHAR)","Instruction: who are all the visitor with a record of 25–18
Context: CREATE TABLE table_11964047_7 (visitor VARCHAR, record VARCHAR)
Response: SELECT visitor FROM table_11964047_7 WHERE record = ""25–18""",202
"SELECT pop_act FROM table_name_58 WHERE album = ""all that you can't leave behind""",Which act's album has a name of All That You Can't Leave Behind?,"CREATE TABLE table_name_58 (pop_act VARCHAR, album VARCHAR)","Instruction: Which act's album has a name of All That You Can't Leave Behind?
Context: CREATE TABLE table_name_58 (pop_act VARCHAR, album VARCHAR)
Response: SELECT pop_act FROM table_name_58 WHERE album = ""all that you can't leave behind""",238
"SELECT psoe FROM table_name_78 WHERE polling_firm = ""local elections""",What is the PSOE for the Local Elections polling firm?,"CREATE TABLE table_name_78 (psoe VARCHAR, polling_firm VARCHAR)","Instruction: What is the PSOE for the Local Elections polling firm?
Context: CREATE TABLE table_name_78 (psoe VARCHAR, polling_firm VARCHAR)
Response: SELECT psoe FROM table_name_78 WHERE polling_firm = ""local elections""",220
"SELECT MIN(class_year) FROM table_22982552_9 WHERE player = ""Vencie Glenn""",What class year was Vencie Glenn from? ,"CREATE TABLE table_22982552_9 (class_year INTEGER, player VARCHAR)","Instruction: What class year was Vencie Glenn from? 
Context: CREATE TABLE table_22982552_9 (class_year INTEGER, player VARCHAR)
Response: SELECT MIN(class_year) FROM table_22982552_9 WHERE player = ""Vencie Glenn""",213
SELECT MIN(no) FROM table_20848569_9 WHERE total_goals = 1 AND total_apps = 33,"Where total goals is 1 and total apps is 33, what is the smallest no.?","CREATE TABLE table_20848569_9 (no INTEGER, total_goals VARCHAR, total_apps VARCHAR)","Instruction: Where total goals is 1 and total apps is 33, what is the smallest no.?
Context: CREATE TABLE table_20848569_9 (no INTEGER, total_goals VARCHAR, total_apps VARCHAR)
Response: SELECT MIN(no) FROM table_20848569_9 WHERE total_goals = 1 AND total_apps = 33",265
SELECT record FROM table_name_77 WHERE march = 26,Which record's march was 26?,"CREATE TABLE table_name_77 (record VARCHAR, march VARCHAR)","Instruction: Which record's march was 26?
Context: CREATE TABLE table_name_77 (record VARCHAR, march VARCHAR)
Response: SELECT record FROM table_name_77 WHERE march = 26",169
"SELECT league FROM table_name_41 WHERE apps < 15 AND goals = 0 AND club = ""sparta prague""",Which league has less than 15 apps and 0 goals with sparta prague?,"CREATE TABLE table_name_41 (league VARCHAR, club VARCHAR, apps VARCHAR, goals VARCHAR)","Instruction: Which league has less than 15 apps and 0 goals with sparta prague?
Context: CREATE TABLE table_name_41 (league VARCHAR, club VARCHAR, apps VARCHAR, goals VARCHAR)
Response: SELECT league FROM table_name_41 WHERE apps < 15 AND goals = 0 AND club = ""sparta prague""",275
"SELECT save FROM table_18025024_7 WHERE score = ""7-6""","How many saves were in the Georgia game, versus the Bulldogs, with a score of 7-6?","CREATE TABLE table_18025024_7 (save VARCHAR, score VARCHAR)","Instruction: How many saves were in the Georgia game, versus the Bulldogs, with a score of 7-6?
Context: CREATE TABLE table_18025024_7 (save VARCHAR, score VARCHAR)
Response: SELECT save FROM table_18025024_7 WHERE score = ""7-6""",228
"SELECT season FROM table_name_48 WHERE draws = ""10""",Which season had 10 draws?,"CREATE TABLE table_name_48 (season VARCHAR, draws VARCHAR)","Instruction: Which season had 10 draws?
Context: CREATE TABLE table_name_48 (season VARCHAR, draws VARCHAR)
Response: SELECT season FROM table_name_48 WHERE draws = ""10""",169
"SELECT COUNT(matches) FROM table_name_53 WHERE lost < 5 AND season = ""2008/2009"" AND draw > 9",What is the total number of matches with a loss less than 5 in the 2008/2009 season and has a draw larger than 9?,"CREATE TABLE table_name_53 (matches VARCHAR, draw VARCHAR, lost VARCHAR, season VARCHAR)","Instruction: What is the total number of matches with a loss less than 5 in the 2008/2009 season and has a draw larger than 9?
Context: CREATE TABLE table_name_53 (matches VARCHAR, draw VARCHAR, lost VARCHAR, season VARCHAR)
Response: SELECT COUNT(matches) FROM table_name_53 WHERE lost < 5 AND season = ""2008/2009"" AND draw > 9",328
"SELECT COUNT(location) FROM table_16403890_1 WHERE institution = ""Elon University""",How many locations does Elon University have?,"CREATE TABLE table_16403890_1 (location VARCHAR, institution VARCHAR)","Instruction: How many locations does Elon University have?
Context: CREATE TABLE table_16403890_1 (location VARCHAR, institution VARCHAR)
Response: SELECT COUNT(location) FROM table_16403890_1 WHERE institution = ""Elon University""",230
"SELECT country FROM table_20754016_2 WHERE hometown = ""Salto""",What country is the contestant from Salto from?,"CREATE TABLE table_20754016_2 (country VARCHAR, hometown VARCHAR)","Instruction: What country is the contestant from Salto from?
Context: CREATE TABLE table_20754016_2 (country VARCHAR, hometown VARCHAR)
Response: SELECT country FROM table_20754016_2 WHERE hometown = ""Salto""",207
"SELECT date FROM table_name_16 WHERE week < 13 AND opponent = ""green bay packers""","Can you tell me the Date that has the Week smaller than 13, and the Opponent of green bay packers?","CREATE TABLE table_name_16 (date VARCHAR, week VARCHAR, opponent VARCHAR)","Instruction: Can you tell me the Date that has the Week smaller than 13, and the Opponent of green bay packers?
Context: CREATE TABLE table_name_16 (date VARCHAR, week VARCHAR, opponent VARCHAR)
Response: SELECT date FROM table_name_16 WHERE week < 13 AND opponent = ""green bay packers""",286
"SELECT MAX(tournaments) FROM table_name_13 WHERE pro_debut = ""july 2002""","What is the highest Tournaments, when Pro Debut is ""July 2002""?","CREATE TABLE table_name_13 (tournaments INTEGER, pro_debut VARCHAR)","Instruction: What is the highest Tournaments, when Pro Debut is ""July 2002""?
Context: CREATE TABLE table_name_13 (tournaments INTEGER, pro_debut VARCHAR)
Response: SELECT MAX(tournaments) FROM table_name_13 WHERE pro_debut = ""july 2002""",236
"SELECT pick FROM table_name_95 WHERE round > 1 AND school_club_team = ""south carolina""","What is Pick, when Round is greater than 1, and when School/Club Team is South Carolina?","CREATE TABLE table_name_95 (pick VARCHAR, round VARCHAR, school_club_team VARCHAR)","Instruction: What is Pick, when Round is greater than 1, and when School/Club Team is South Carolina?
Context: CREATE TABLE table_name_95 (pick VARCHAR, round VARCHAR, school_club_team VARCHAR)
Response: SELECT pick FROM table_name_95 WHERE round > 1 AND school_club_team = ""south carolina""",290
"SELECT cover_model FROM table_name_8 WHERE date = ""8-03""",Which Cover Model was featured on 8-03?,"CREATE TABLE table_name_8 (cover_model VARCHAR, date VARCHAR)","Instruction: Which Cover Model was featured on 8-03?
Context: CREATE TABLE table_name_8 (cover_model VARCHAR, date VARCHAR)
Response: SELECT cover_model FROM table_name_8 WHERE date = ""8-03""",190
"SELECT tournament FROM table_19765685_2 WHERE city = ""Katowice""",What tournament is in katowice?,"CREATE TABLE table_19765685_2 (tournament VARCHAR, city VARCHAR)","Instruction: What tournament is in katowice?
Context: CREATE TABLE table_19765685_2 (tournament VARCHAR, city VARCHAR)
Response: SELECT tournament FROM table_19765685_2 WHERE city = ""Katowice""",192
